id,station,median_temp_c,reading_count,readings,trace_id,captured_at,created_at
576,CYYZ,-0.5,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 32.8, ""obsTime"": ""2026-03-24T14:15:37Z"", ""windDir"": 146, ""humidity"": 59, ""pressure"": 30.43, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 13}, {""pwsId"": ""ITORON111"", ""tempF"": 31.1, ""obsTime"": ""2026-03-24T14:20:00Z"", ""windDir"": 53, ""humidity"": 64, ""pressure"": 30.35, ""windGust"": 6.9, ""dewpointF"": 20.4, ""windSpeed"": 5.4}, {""pwsId"": ""ITORON175"", ""tempF"": 30.7, ""obsTime"": ""2026-03-24T14:20:40Z"", ""windDir"": 198, ""humidity"": 62, ""pressure"": 30.56, ""windGust"": 5.1, ""dewpointF"": 19.4, ""windSpeed"": 4.6}]",ruth-pws-cyyz-20260324-142051301,2026-03-24 14:20:51.301+00,2026-03-24 14:20:51.303395+00
577,KSEA,6.9444447,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 43.9, ""obsTime"": ""2026-03-24T14:21:00Z"", ""windDir"": 288, ""humidity"": 96, ""pressure"": 29.4, ""windGust"": 0, ""dewpointF"": 42.8, ""windSpeed"": 0}, {""pwsId"": ""KWASEATT2470"", ""tempF"": 45.1, ""obsTime"": ""2026-03-24T14:21:00Z"", ""windDir"": 27, ""humidity"": 94, ""pressure"": 29.81, ""windGust"": 1, ""dewpointF"": 43.5, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-142149641,2026-03-24 14:21:49.641+00,2026-03-24 14:21:49.659662+00
578,KDAL,18.277779,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 65.1, ""obsTime"": ""2026-03-24T14:10:00Z"", ""windDir"": 216, ""humidity"": 59, ""pressure"": 30.11, ""windGust"": 3.4, ""dewpointF"": 50.4, ""windSpeed"": 0.7}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 64.9, ""obsTime"": ""2026-03-24T14:21:39Z"", ""windDir"": 292, ""humidity"": 63, ""pressure"": 29.54, ""windGust"": 5.8, ""dewpointF"": 52.2, ""windSpeed"": 3.1}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 63.9, ""obsTime"": ""2026-03-24T14:21:43Z"", ""windDir"": 184, ""humidity"": 62, ""pressure"": 29.55, ""windGust"": 3.4, ""dewpointF"": 50.5, ""windSpeed"": 1.1}]",ruth-pws-kdal-20260324-142149832,2026-03-24 14:21:49.832+00,2026-03-24 14:21:49.83699+00
579,KORD,1.8888888,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 35.4, ""obsTime"": ""2026-03-24T14:21:36Z"", ""windDir"": 45, ""humidity"": 69, ""pressure"": 30.45, ""windGust"": 0, ""dewpointF"": 26, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 35.2, ""obsTime"": ""2026-03-24T14:20:00Z"", ""windDir"": 201, ""humidity"": 50, ""pressure"": 29.71, ""windGust"": 9.2, ""dewpointF"": 18.5, ""windSpeed"": 3.4}, {""pwsId"": ""KILROSEM2"", ""tempF"": 35.4, ""obsTime"": ""2026-03-24T14:20:45Z"", ""windDir"": 46, ""humidity"": 54, ""pressure"": 30.39, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 3}]",ruth-pws-kord-20260324-142150009,2026-03-24 14:21:50.009+00,2026-03-24 14:21:50.013922+00
580,KLGA,3.8888888,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T14:21:41Z"", ""windDir"": 0, ""humidity"": 99, ""pressure"": 30.45, ""windGust"": 9, ""dewpointF"": 49, ""windSpeed"": 9}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 39, ""obsTime"": ""2026-03-24T14:21:00Z"", ""windDir"": 40, ""humidity"": 42, ""pressure"": 30.36, ""windGust"": 4.5, ""dewpointF"": 17.9, ""windSpeed"": 3.8}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 39, ""obsTime"": ""2026-03-24T14:21:00Z"", ""windDir"": 9, ""humidity"": 42, ""pressure"": 30.02, ""windGust"": 8.1, ""dewpointF"": 17.9, ""windSpeed"": 5.4}]",ruth-pws-klga-20260324-142150152,2026-03-24 14:21:50.152+00,2026-03-24 14:21:50.156654+00
581,KMIA,24.38889,2,"[{""pwsId"": ""KFLMIAMI706"", ""tempF"": 76.3, ""obsTime"": ""2026-03-24T14:21:32Z"", ""windDir"": 10, ""humidity"": 65, ""pressure"": 30.15, ""windGust"": 3.4, ""dewpointF"": 63.7, ""windSpeed"": 2.7}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 75.5, ""obsTime"": ""2026-03-24T14:20:27Z"", ""windDir"": 0, ""humidity"": 67, ""pressure"": 30.12, ""windGust"": 4, ""dewpointF"": 63, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-142150346,2026-03-24 14:21:50.346+00,2026-03-24 14:21:50.349227+00
582,KATL,12.444445,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 54.1, ""obsTime"": ""2026-03-24T14:20:00Z"", ""windDir"": 71, ""humidity"": 31, ""pressure"": 30.28, ""windGust"": 10.3, ""dewpointF"": 23.8, ""windSpeed"": 1.3}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 54.8, ""obsTime"": ""2026-03-24T14:21:11Z"", ""windDir"": 113, ""humidity"": 37, ""pressure"": 30.36, ""windGust"": 1.6, ""dewpointF"": 29, ""windSpeed"": 1.1}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 54.4, ""obsTime"": ""2026-03-24T14:21:48Z"", ""windDir"": 83, ""humidity"": 40, ""pressure"": 29.38, ""windGust"": 7, ""dewpointF"": 30.6, ""windSpeed"": 3}]",ruth-pws-katl-20260324-142150487,2026-03-24 14:21:50.487+00,2026-03-24 14:21:50.48956+00
583,EGLC,12.888889,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 55.2, ""obsTime"": ""2026-03-24T14:21:00Z"", ""windDir"": 221, ""humidity"": 74, ""pressure"": 29.86, ""windGust"": 15.9, ""dewpointF"": 47.1, ""windSpeed"": 8.5}, {""pwsId"": ""ILONDO873"", ""tempF"": 56.6, ""obsTime"": ""2026-03-24T14:21:42Z"", ""windDir"": 270, ""humidity"": 76, ""pressure"": 30.47, ""windGust"": 0, ""dewpointF"": 49.1, ""windSpeed"": 0}, {""pwsId"": ""ILONDO636"", ""tempF"": 54.9, ""obsTime"": ""2026-03-24T14:21:42Z"", ""windDir"": 235, ""humidity"": 80, ""pressure"": 29.86, ""windGust"": 15.9, ""dewpointF"": 48.9, ""windSpeed"": 11.2}]",ruth-pws-eglc-20260324-142150646,2026-03-24 14:21:50.646+00,2026-03-24 14:21:50.648099+00
584,LFPG,18.777779,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 64, ""obsTime"": ""2026-03-24T14:21:46Z"", ""windDir"": 327, ""humidity"": 46, ""pressure"": 29.71, ""windGust"": 6.9, ""dewpointF"": 42.8, ""windSpeed"": 2}, {""pwsId"": ""ITREMB16"", ""tempF"": 65.8, ""obsTime"": ""2026-03-24T14:21:17Z"", ""windDir"": 293, ""humidity"": 41, ""pressure"": 30.27, ""windGust"": 0.7, ""dewpointF"": 41.4, ""windSpeed"": 0.7}, {""pwsId"": ""IMITRY1"", ""tempF"": 66.9, ""obsTime"": ""2026-03-24T14:21:39Z"", ""windDir"": 162, ""humidity"": 47, ""pressure"": 30.23, ""windGust"": 4.9, ""dewpointF"": 46, ""windSpeed"": 3.6}]",ruth-pws-lfpg-20260324-142150807,2026-03-24 14:21:50.807+00,2026-03-24 14:21:50.810151+00
585,CYYZ,-0.5,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 32.8, ""obsTime"": ""2026-03-24T14:15:37Z"", ""windDir"": 146, ""humidity"": 59, ""pressure"": 30.43, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 13}, {""pwsId"": ""ITORON111"", ""tempF"": 31.1, ""obsTime"": ""2026-03-24T14:21:00Z"", ""windDir"": 13, ""humidity"": 64, ""pressure"": 30.35, ""windGust"": 4.5, ""dewpointF"": 20.4, ""windSpeed"": 2.5}, {""pwsId"": ""ITORON175"", ""tempF"": 30.9, ""obsTime"": ""2026-03-24T14:21:40Z"", ""windDir"": 184, ""humidity"": 62, ""pressure"": 30.56, ""windGust"": 4.4, ""dewpointF"": 19.5, ""windSpeed"": 4.2}]",ruth-pws-cyyz-20260324-142150974,2026-03-24 14:21:50.974+00,2026-03-24 14:21:50.977279+00
586,KSEA,6.9444447,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 43.9, ""obsTime"": ""2026-03-24T14:22:00Z"", ""windDir"": 337, ""humidity"": 96, ""pressure"": 29.41, ""windGust"": 3.4, ""dewpointF"": 42.8, ""windSpeed"": 2.2}, {""pwsId"": ""KWASEATT2470"", ""tempF"": 45.1, ""obsTime"": ""2026-03-24T14:22:00Z"", ""windDir"": 27, ""humidity"": 94, ""pressure"": 29.82, ""windGust"": 0, ""dewpointF"": 43.5, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-142249633,2026-03-24 14:22:49.633+00,2026-03-24 14:22:49.657551+00
587,KDAL,18.38889,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 65.1, ""obsTime"": ""2026-03-24T14:10:00Z"", ""windDir"": 216, ""humidity"": 59, ""pressure"": 30.11, ""windGust"": 3.4, ""dewpointF"": 50.4, ""windSpeed"": 0.7}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 65.1, ""obsTime"": ""2026-03-24T14:22:43Z"", ""windDir"": 184, ""humidity"": 62, ""pressure"": 29.54, ""windGust"": 5.8, ""dewpointF"": 51.8, ""windSpeed"": 1.3}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 63.9, ""obsTime"": ""2026-03-24T14:22:47Z"", ""windDir"": 198, ""humidity"": 62, ""pressure"": 29.55, ""windGust"": 3.4, ""dewpointF"": 50.5, ""windSpeed"": 2.5}]",ruth-pws-kdal-20260324-142249830,2026-03-24 14:22:49.83+00,2026-03-24 14:22:49.83495+00
588,KORD,1.8888888,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 35.4, ""obsTime"": ""2026-03-24T14:22:30Z"", ""windDir"": 45, ""humidity"": 70, ""pressure"": 30.45, ""windGust"": 0, ""dewpointF"": 26, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 35.2, ""obsTime"": ""2026-03-24T14:21:00Z"", ""windDir"": 170, ""humidity"": 50, ""pressure"": 29.71, ""windGust"": 8.1, ""dewpointF"": 18.5, ""windSpeed"": 6}, {""pwsId"": ""KILROSEM2"", ""tempF"": 35.5, ""obsTime"": ""2026-03-24T14:21:45Z"", ""windDir"": 120, ""humidity"": 54, ""pressure"": 30.39, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 5}]",ruth-pws-kord-20260324-142249999,2026-03-24 14:22:49.999+00,2026-03-24 14:22:50.003489+00
589,KLGA,3.8888888,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T14:22:35Z"", ""windDir"": 315, ""humidity"": 99, ""pressure"": 30.45, ""windGust"": 9, ""dewpointF"": 49, ""windSpeed"": 6}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 39, ""obsTime"": ""2026-03-24T14:22:00Z"", ""windDir"": 28, ""humidity"": 41, ""pressure"": 30.36, ""windGust"": 11.4, ""dewpointF"": 17.3, ""windSpeed"": 7.8}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 38.8, ""obsTime"": ""2026-03-24T14:22:00Z"", ""windDir"": 0, ""humidity"": 44, ""pressure"": 30.02, ""windGust"": 10.3, ""dewpointF"": 18.8, ""windSpeed"": 9}]",ruth-pws-klga-20260324-142250176,2026-03-24 14:22:50.176+00,2026-03-24 14:22:50.178534+00
590,KMIA,24.38889,2,"[{""pwsId"": ""KFLMIAMI706"", ""tempF"": 76.3, ""obsTime"": ""2026-03-24T14:22:36Z"", ""windDir"": 25, ""humidity"": 63, ""pressure"": 30.14, ""windGust"": 2.2, ""dewpointF"": 62.8, ""windSpeed"": 1.3}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 75.5, ""obsTime"": ""2026-03-24T14:20:27Z"", ""windDir"": 0, ""humidity"": 67, ""pressure"": 30.12, ""windGust"": 4, ""dewpointF"": 63, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-142250412,2026-03-24 14:22:50.412+00,2026-03-24 14:22:50.415555+00
591,KATL,12.555555,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 54.1, ""obsTime"": ""2026-03-24T14:20:00Z"", ""windDir"": 71, ""humidity"": 31, ""pressure"": 30.28, ""windGust"": 10.3, ""dewpointF"": 23.8, ""windSpeed"": 1.3}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 54.8, ""obsTime"": ""2026-03-24T14:22:11Z"", ""windDir"": 113, ""humidity"": 35, ""pressure"": 30.36, ""windGust"": 0.7, ""dewpointF"": 27.7, ""windSpeed"": 0.4}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 54.6, ""obsTime"": ""2026-03-24T14:22:43Z"", ""windDir"": 118, ""humidity"": 40, ""pressure"": 29.38, ""windGust"": 7, ""dewpointF"": 30.8, ""windSpeed"": 1}]",ruth-pws-katl-20260324-142250615,2026-03-24 14:22:50.615+00,2026-03-24 14:22:50.618972+00
592,EGLC,12.888889,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 55.2, ""obsTime"": ""2026-03-24T14:22:00Z"", ""windDir"": 233, ""humidity"": 74, ""pressure"": 29.87, ""windGust"": 15.9, ""dewpointF"": 47.1, ""windSpeed"": 8.5}, {""pwsId"": ""ILONDO873"", ""tempF"": 56.6, ""obsTime"": ""2026-03-24T14:22:42Z"", ""windDir"": 315, ""humidity"": 76, ""pressure"": 30.47, ""windGust"": 0, ""dewpointF"": 49.1, ""windSpeed"": 0}, {""pwsId"": ""ILONDO636"", ""tempF"": 54.9, ""obsTime"": ""2026-03-24T14:22:33Z"", ""windDir"": 212, ""humidity"": 80, ""pressure"": 29.86, ""windGust"": 15.9, ""dewpointF"": 48.9, ""windSpeed"": 6}]",ruth-pws-eglc-20260324-142250793,2026-03-24 14:22:50.793+00,2026-03-24 14:22:50.7963+00
593,LFPG,18.666666,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 63.9, ""obsTime"": ""2026-03-24T14:22:42Z"", ""windDir"": 10, ""humidity"": 45, ""pressure"": 29.72, ""windGust"": 5.8, ""dewpointF"": 42.1, ""windSpeed"": 2.9}, {""pwsId"": ""ITREMB16"", ""tempF"": 65.6, ""obsTime"": ""2026-03-24T14:22:17Z"", ""windDir"": 338, ""humidity"": 41, ""pressure"": 30.28, ""windGust"": 2.9, ""dewpointF"": 41.3, ""windSpeed"": 2}, {""pwsId"": ""IMITRY1"", ""tempF"": 66.7, ""obsTime"": ""2026-03-24T14:22:44Z"", ""windDir"": 184, ""humidity"": 46, ""pressure"": 30.22, ""windGust"": 2.5, ""dewpointF"": 45.3, ""windSpeed"": 1.1}]",ruth-pws-lfpg-20260324-142250996,2026-03-24 14:22:50.996+00,2026-03-24 14:22:50.999205+00
594,CYYZ,-0.5,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 32.8, ""obsTime"": ""2026-03-24T14:15:37Z"", ""windDir"": 146, ""humidity"": 59, ""pressure"": 30.43, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 13}, {""pwsId"": ""ITORON111"", ""tempF"": 31.1, ""obsTime"": ""2026-03-24T14:22:00Z"", ""windDir"": 359, ""humidity"": 63, ""pressure"": 30.36, ""windGust"": 5.8, ""dewpointF"": 20, ""windSpeed"": 4}, {""pwsId"": ""ITORON175"", ""tempF"": 30.9, ""obsTime"": ""2026-03-24T14:22:40Z"", ""windDir"": 174, ""humidity"": 61, ""pressure"": 30.56, ""windGust"": 6, ""dewpointF"": 19.2, ""windSpeed"": 6}]",ruth-pws-cyyz-20260324-142251178,2026-03-24 14:22:51.178+00,2026-03-24 14:22:51.180837+00
595,KSEA,6.888889,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 43.7, ""obsTime"": ""2026-03-24T14:23:00Z"", ""windDir"": 308, ""humidity"": 96, ""pressure"": 29.42, ""windGust"": 2.2, ""dewpointF"": 42.6, ""windSpeed"": 1.6}, {""pwsId"": ""KWASEATT2470"", ""tempF"": 45.1, ""obsTime"": ""2026-03-24T14:23:00Z"", ""windDir"": 313, ""humidity"": 94, ""pressure"": 29.83, ""windGust"": 2, ""dewpointF"": 43.5, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-142349742,2026-03-24 14:23:49.742+00,2026-03-24 14:23:49.757393+00
596,KDAL,18.38889,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 65.1, ""obsTime"": ""2026-03-24T14:10:00Z"", ""windDir"": 216, ""humidity"": 59, ""pressure"": 30.11, ""windGust"": 3.4, ""dewpointF"": 50.4, ""windSpeed"": 0.7}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 65.1, ""obsTime"": ""2026-03-24T14:23:47Z"", ""windDir"": 248, ""humidity"": 62, ""pressure"": 29.54, ""windGust"": 6.5, ""dewpointF"": 51.8, ""windSpeed"": 3.8}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 63.9, ""obsTime"": ""2026-03-24T14:23:34Z"", ""windDir"": 194, ""humidity"": 62, ""pressure"": 29.55, ""windGust"": 3.4, ""dewpointF"": 50.5, ""windSpeed"": 1.8}]",ruth-pws-kdal-20260324-142349958,2026-03-24 14:23:49.958+00,2026-03-24 14:23:49.962897+00
597,KORD,1.8888888,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 35.4, ""obsTime"": ""2026-03-24T14:23:42Z"", ""windDir"": 45, ""humidity"": 70, ""pressure"": 30.45, ""windGust"": 0, ""dewpointF"": 26, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 35.4, ""obsTime"": ""2026-03-24T14:22:00Z"", ""windDir"": 197, ""humidity"": 50, ""pressure"": 29.72, ""windGust"": 9.2, ""dewpointF"": 18.7, ""windSpeed"": 5.4}, {""pwsId"": ""KILROSEM2"", ""tempF"": 35.5, ""obsTime"": ""2026-03-24T14:22:45Z"", ""windDir"": 238, ""humidity"": 54, ""pressure"": 30.39, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 8}]",ruth-pws-kord-20260324-142350166,2026-03-24 14:23:50.166+00,2026-03-24 14:23:50.170367+00
598,KLGA,4.2777777,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T14:23:47Z"", ""windDir"": 315, ""humidity"": 99, ""pressure"": 30.45, ""windGust"": 10, ""dewpointF"": 49, ""windSpeed"": 10}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 39.7, ""obsTime"": ""2026-03-24T14:23:00Z"", ""windDir"": 320, ""humidity"": 40, ""pressure"": 30.37, ""windGust"": 12.5, ""dewpointF"": 17.4, ""windSpeed"": 7.6}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 38.5, ""obsTime"": ""2026-03-24T14:23:00Z"", ""windDir"": 348, ""humidity"": 43, ""pressure"": 30.02, ""windGust"": 9.2, ""dewpointF"": 18, ""windSpeed"": 6.3}]",ruth-pws-klga-20260324-142350365,2026-03-24 14:23:50.365+00,2026-03-24 14:23:50.367679+00
599,KMIA,24.277779,2,"[{""pwsId"": ""KFLMIAMI706"", ""tempF"": 75.9, ""obsTime"": ""2026-03-24T14:23:40Z"", ""windDir"": 350, ""humidity"": 63, ""pressure"": 30.15, ""windGust"": 1.1, ""dewpointF"": 62.4, ""windSpeed"": 0.7}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 75.5, ""obsTime"": ""2026-03-24T14:20:27Z"", ""windDir"": 0, ""humidity"": 67, ""pressure"": 30.12, ""windGust"": 4, ""dewpointF"": 63, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-142350501,2026-03-24 14:23:50.501+00,2026-03-24 14:23:50.506354+00
600,KATL,12.555555,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 54.1, ""obsTime"": ""2026-03-24T14:20:00Z"", ""windDir"": 71, ""humidity"": 31, ""pressure"": 30.28, ""windGust"": 10.3, ""dewpointF"": 23.8, ""windSpeed"": 1.3}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 54.9, ""obsTime"": ""2026-03-24T14:23:11Z"", ""windDir"": 158, ""humidity"": 35, ""pressure"": 30.37, ""windGust"": 2.2, ""dewpointF"": 27.8, ""windSpeed"": 0.9}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 54.6, ""obsTime"": ""2026-03-24T14:23:45Z"", ""windDir"": 31, ""humidity"": 40, ""pressure"": 29.38, ""windGust"": 2, ""dewpointF"": 30.8, ""windSpeed"": 2}]",ruth-pws-katl-20260324-142350680,2026-03-24 14:23:50.68+00,2026-03-24 14:23:50.683693+00
601,EGLC,12.888889,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 55.2, ""obsTime"": ""2026-03-24T14:23:00Z"", ""windDir"": 186, ""humidity"": 74, ""pressure"": 29.87, ""windGust"": 8.1, ""dewpointF"": 47.1, ""windSpeed"": 4.9}, {""pwsId"": ""ILONDO873"", ""tempF"": 56.6, ""obsTime"": ""2026-03-24T14:23:42Z"", ""windDir"": 248, ""humidity"": 76, ""pressure"": 30.47, ""windGust"": 8.5, ""dewpointF"": 49.1, ""windSpeed"": 6.9}, {""pwsId"": ""ILONDO636"", ""tempF"": 54.9, ""obsTime"": ""2026-03-24T14:23:42Z"", ""windDir"": 243, ""humidity"": 80, ""pressure"": 29.86, ""windGust"": 12.5, ""dewpointF"": 48.9, ""windSpeed"": 9}]",ruth-pws-eglc-20260324-142350835,2026-03-24 14:23:50.835+00,2026-03-24 14:23:50.837847+00
602,LFPG,18.61111,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 63.9, ""obsTime"": ""2026-03-24T14:23:46Z"", ""windDir"": 287, ""humidity"": 46, ""pressure"": 29.72, ""windGust"": 5.8, ""dewpointF"": 42.6, ""windSpeed"": 4}, {""pwsId"": ""ITREMB16"", ""tempF"": 65.5, ""obsTime"": ""2026-03-24T14:23:17Z"", ""windDir"": 248, ""humidity"": 41, ""pressure"": 30.27, ""windGust"": 2.2, ""dewpointF"": 41.2, ""windSpeed"": 0.9}, {""pwsId"": ""IMITRY1"", ""tempF"": 66.7, ""obsTime"": ""2026-03-24T14:23:47Z"", ""windDir"": 244, ""humidity"": 46, ""pressure"": 30.22, ""windGust"": 4.9, ""dewpointF"": 45.3, ""windSpeed"": 0.2}]",ruth-pws-lfpg-20260324-142351060,2026-03-24 14:23:51.06+00,2026-03-24 14:23:51.062856+00
603,CYYZ,-0.5,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 32.8, ""obsTime"": ""2026-03-24T14:15:37Z"", ""windDir"": 146, ""humidity"": 59, ""pressure"": 30.43, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 13}, {""pwsId"": ""ITORON111"", ""tempF"": 31.1, ""obsTime"": ""2026-03-24T14:23:00Z"", ""windDir"": 355, ""humidity"": 64, ""pressure"": 30.36, ""windGust"": 3.4, ""dewpointF"": 20.4, ""windSpeed"": 2.7}, {""pwsId"": ""ITORON175"", ""tempF"": 31.1, ""obsTime"": ""2026-03-24T14:23:40Z"", ""windDir"": 204, ""humidity"": 61, ""pressure"": 30.56, ""windGust"": 3.1, ""dewpointF"": 19.2, ""windSpeed"": 3.1}]",ruth-pws-cyyz-20260324-142351210,2026-03-24 14:23:51.21+00,2026-03-24 14:23:51.212509+00
604,KSEA,6.888889,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 43.7, ""obsTime"": ""2026-03-24T14:24:00Z"", ""windDir"": 309, ""humidity"": 96, ""pressure"": 29.43, ""windGust"": 3.4, ""dewpointF"": 42.6, ""windSpeed"": 2.5}, {""pwsId"": ""KWASEATT2470"", ""tempF"": 45.1, ""obsTime"": ""2026-03-24T14:24:42Z"", ""windDir"": 308, ""humidity"": 94, ""pressure"": 29.84, ""windGust"": 5, ""dewpointF"": 43.5, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-142449681,2026-03-24 14:24:49.681+00,2026-03-24 14:24:49.696925+00
605,KDAL,18.38889,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 65.1, ""obsTime"": ""2026-03-24T14:10:00Z"", ""windDir"": 216, ""humidity"": 59, ""pressure"": 30.11, ""windGust"": 3.4, ""dewpointF"": 50.4, ""windSpeed"": 0.7}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 65.1, ""obsTime"": ""2026-03-24T14:24:35Z"", ""windDir"": 236, ""humidity"": 62, ""pressure"": 29.54, ""windGust"": 6.7, ""dewpointF"": 51.8, ""windSpeed"": 0}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 63.9, ""obsTime"": ""2026-03-24T14:24:38Z"", ""windDir"": 198, ""humidity"": 62, ""pressure"": 29.56, ""windGust"": 5.8, ""dewpointF"": 50.5, ""windSpeed"": 2.5}]",ruth-pws-kdal-20260324-142449981,2026-03-24 14:24:49.981+00,2026-03-24 14:24:49.986282+00
606,KORD,1.8888888,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 35.4, ""obsTime"": ""2026-03-24T14:24:36Z"", ""windDir"": 45, ""humidity"": 69, ""pressure"": 30.45, ""windGust"": 0, ""dewpointF"": 26, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 35.4, ""obsTime"": ""2026-03-24T14:23:00Z"", ""windDir"": 211, ""humidity"": 50, ""pressure"": 29.71, ""windGust"": 9.2, ""dewpointF"": 18.7, ""windSpeed"": 7.8}, {""pwsId"": ""KILROSEM2"", ""tempF"": 35.6, ""obsTime"": ""2026-03-24T14:23:45Z"", ""windDir"": 30, ""humidity"": 54, ""pressure"": 30.39, ""windGust"": 13, ""dewpointF"": 20, ""windSpeed"": 9}]",ruth-pws-kord-20260324-142450198,2026-03-24 14:24:50.198+00,2026-03-24 14:24:50.201383+00
607,KLGA,4.2777777,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T14:24:41Z"", ""windDir"": 315, ""humidity"": 99, ""pressure"": 30.45, ""windGust"": 10, ""dewpointF"": 49, ""windSpeed"": 10}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 39.7, ""obsTime"": ""2026-03-24T14:24:39Z"", ""windDir"": 40, ""humidity"": 42, ""pressure"": 30.36, ""windGust"": 9.2, ""dewpointF"": 18.5, ""windSpeed"": 6.5}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 38.5, ""obsTime"": ""2026-03-24T14:24:00Z"", ""windDir"": 339, ""humidity"": 43, ""pressure"": 30.02, ""windGust"": 8.1, ""dewpointF"": 18, ""windSpeed"": 6.7}]",ruth-pws-klga-20260324-142450399,2026-03-24 14:24:50.399+00,2026-03-24 14:24:50.401534+00
