id,station,median_temp_c,reading_count,readings,trace_id,captured_at,created_at
2029,KLGA,7.388889,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T17:02:32Z"", ""windDir"": 293, ""humidity"": 99, ""pressure"": 30.43, ""windGust"": 4, ""dewpointF"": 49, ""windSpeed"": 3}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 45.3, ""obsTime"": ""2026-03-24T17:02:31Z"", ""windDir"": 256, ""humidity"": 37, ""pressure"": 30.33, ""windGust"": 4.5, ""dewpointF"": 20.7, ""windSpeed"": 3.6}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 42.8, ""obsTime"": ""2026-03-24T17:01:00Z"", ""windDir"": 350, ""humidity"": 38, ""pressure"": 29.99, ""windGust"": 9.2, ""dewpointF"": 19, ""windSpeed"": 7.6}]",ruth-pws-klga-20260324-170250159,2026-03-24 17:02:50.159+00,2026-03-24 17:02:50.16248+00
2030,KMIA,29.38889,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T17:02:45Z"", ""windDir"": 326, ""humidity"": null, ""pressure"": 29.83, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 83.3, ""obsTime"": ""2026-03-24T17:02:35Z"", ""windDir"": 0, ""humidity"": 48, ""pressure"": 30.13, ""windGust"": 4.5, ""dewpointF"": 61.7, ""windSpeed"": 2.9}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 84.9, ""obsTime"": ""2026-03-24T17:00:28Z"", ""windDir"": 257, ""humidity"": 46, ""pressure"": 30.11, ""windGust"": 4, ""dewpointF"": 62, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-170250360,2026-03-24 17:02:50.36+00,2026-03-24 17:02:50.362791+00
2031,KATL,17.444445,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 63, ""obsTime"": ""2026-03-24T17:00:00Z"", ""windDir"": 68, ""humidity"": 20, ""pressure"": 30.24, ""windGust"": 5.8, ""dewpointF"": 20.9, ""windSpeed"": 2.3}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 63.4, ""obsTime"": ""2026-03-24T17:02:11Z"", ""windDir"": 113, ""humidity"": 25, ""pressure"": 30.34, ""windGust"": 1.6, ""dewpointF"": 27, ""windSpeed"": 1.6}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 68.3, ""obsTime"": ""2026-03-24T17:02:43Z"", ""windDir"": 283, ""humidity"": 24, ""pressure"": 29.35, ""windGust"": 10, ""dewpointF"": 30.1, ""windSpeed"": 3}]",ruth-pws-katl-20260324-170250499,2026-03-24 17:02:50.499+00,2026-03-24 17:02:50.502532+00
2032,EGLC,12.111111,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 53.8, ""obsTime"": ""2026-03-24T17:02:00Z"", ""windDir"": 187, ""humidity"": 78, ""pressure"": 29.75, ""windGust"": 5.8, ""dewpointF"": 47.1, ""windSpeed"": 3.8}, {""pwsId"": ""ILONDO873"", ""tempF"": 54.3, ""obsTime"": ""2026-03-24T17:02:42Z"", ""windDir"": 248, ""humidity"": 81, ""pressure"": 30.35, ""windGust"": 8.9, ""dewpointF"": 48.5, ""windSpeed"": 7.3}, {""pwsId"": ""ILONDO636"", ""tempF"": 53.4, ""obsTime"": ""2026-03-24T17:02:39Z"", ""windDir"": 223, ""humidity"": 84, ""pressure"": 29.75, ""windGust"": 23.9, ""dewpointF"": 48.7, ""windSpeed"": 14.3}]",ruth-pws-eglc-20260324-170250709,2026-03-24 17:02:50.709+00,2026-03-24 17:02:50.711711+00
2033,LFPG,16.277779,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T17:02:43Z"", ""windDir"": 57, ""humidity"": 52, ""pressure"": 29.66, ""windGust"": 8.1, ""dewpointF"": 43.5, ""windSpeed"": 4.3}, {""pwsId"": ""ITREMB16"", ""tempF"": 61.4, ""obsTime"": ""2026-03-24T17:02:16Z"", ""windDir"": 315, ""humidity"": 50, ""pressure"": 30.22, ""windGust"": 1.6, ""dewpointF"": 42.6, ""windSpeed"": 0.7}, {""pwsId"": ""IMITRY1"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T17:02:43Z"", ""windDir"": 259, ""humidity"": 55, ""pressure"": 30.16, ""windGust"": 2.5, ""dewpointF"": 45.1, ""windSpeed"": 0.2}]",ruth-pws-lfpg-20260324-170250871,2026-03-24 17:02:50.871+00,2026-03-24 17:02:50.874028+00
2034,CYYZ,3.3888888,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 39.3, ""obsTime"": ""2026-03-24T17:00:07Z"", ""windDir"": 222, ""humidity"": 49, ""pressure"": 30.38, ""windGust"": 16, ""dewpointF"": 21, ""windSpeed"": 3}, {""pwsId"": ""ITORON111"", ""tempF"": 38.1, ""obsTime"": ""2026-03-24T17:02:00Z"", ""windDir"": 320, ""humidity"": 49, ""pressure"": 30.31, ""windGust"": 1.1, ""dewpointF"": 20.7, ""windSpeed"": 0.4}, {""pwsId"": ""ITORON175"", ""tempF"": 37.2, ""obsTime"": ""2026-03-24T17:02:40Z"", ""windDir"": 240, ""humidity"": 46, ""pressure"": 30.51, ""windGust"": 5.8, ""dewpointF"": 17.9, ""windSpeed"": 5.3}]",ruth-pws-cyyz-20260324-170251035,2026-03-24 17:02:51.035+00,2026-03-24 17:02:51.038463+00
2035,KSEA,6.9444447,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 44.6, ""obsTime"": ""2026-03-24T17:03:00Z"", ""windDir"": 241, ""humidity"": 97, ""pressure"": 29.36, ""windGust"": 0, ""dewpointF"": 43.8, ""windSpeed"": 0}, {""pwsId"": ""KWASEATT2478"", ""tempF"": 44.4, ""obsTime"": ""2026-03-24T17:03:00Z"", ""windDir"": 44, ""humidity"": 99, ""pressure"": 29.57, ""windGust"": 0, ""dewpointF"": 44.1, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-170349649,2026-03-24 17:03:49.649+00,2026-03-24 17:03:49.658123+00
2036,KDAL,24,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 76.3, ""obsTime"": ""2026-03-24T16:55:00Z"", ""windDir"": 243, ""humidity"": 55, ""pressure"": 30.11, ""windGust"": 3.1, ""dewpointF"": 59, ""windSpeed"": 0.7}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 75.2, ""obsTime"": ""2026-03-24T17:03:41Z"", ""windDir"": 285, ""humidity"": 61, ""pressure"": 29.53, ""windGust"": 7.2, ""dewpointF"": 60.8, ""windSpeed"": 4.9}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 73.4, ""obsTime"": ""2026-03-24T17:03:43Z"", ""windDir"": 206, ""humidity"": 61, ""pressure"": 29.54, ""windGust"": 6.9, ""dewpointF"": 59.2, ""windSpeed"": 1.8}]",ruth-pws-kdal-20260324-170349806,2026-03-24 17:03:49.806+00,2026-03-24 17:03:49.810812+00
2037,KORD,6.611111,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 43.9, ""obsTime"": ""2026-03-24T17:03:40Z"", ""windDir"": 45, ""humidity"": 56, ""pressure"": 30.4, ""windGust"": 0, ""dewpointF"": 29, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 44.1, ""obsTime"": ""2026-03-24T17:02:00Z"", ""windDir"": 188, ""humidity"": 37, ""pressure"": 29.65, ""windGust"": 8.1, ""dewpointF"": 19.5, ""windSpeed"": 5.4}, {""pwsId"": ""KILROSEM2"", ""tempF"": 43.4, ""obsTime"": ""2026-03-24T17:02:45Z"", ""windDir"": 311, ""humidity"": 41, ""pressure"": 30.35, ""windGust"": 14, ""dewpointF"": 21, ""windSpeed"": 4}]",ruth-pws-kord-20260324-170349970,2026-03-24 17:03:49.97+00,2026-03-24 17:03:49.973351+00
2038,KLGA,7.388889,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T17:03:44Z"", ""windDir"": 0, ""humidity"": 99, ""pressure"": 30.43, ""windGust"": 7, ""dewpointF"": 49, ""windSpeed"": 4}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 45.3, ""obsTime"": ""2026-03-24T17:03:35Z"", ""windDir"": 22, ""humidity"": 35, ""pressure"": 30.33, ""windGust"": 6.9, ""dewpointF"": 19.2, ""windSpeed"": 4.3}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 42.6, ""obsTime"": ""2026-03-24T17:02:00Z"", ""windDir"": 358, ""humidity"": 38, ""pressure"": 29.99, ""windGust"": 10.3, ""dewpointF"": 18.8, ""windSpeed"": 8.5}]",ruth-pws-klga-20260324-170350163,2026-03-24 17:03:50.163+00,2026-03-24 17:03:50.167973+00
2039,KMIA,29.38889,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T17:03:39Z"", ""windDir"": 326, ""humidity"": null, ""pressure"": 29.83, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 83.1, ""obsTime"": ""2026-03-24T17:03:40Z"", ""windDir"": 0, ""humidity"": 49, ""pressure"": 30.13, ""windGust"": 4.5, ""dewpointF"": 62.1, ""windSpeed"": 3.8}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 84.9, ""obsTime"": ""2026-03-24T17:00:28Z"", ""windDir"": 257, ""humidity"": 46, ""pressure"": 30.11, ""windGust"": 4, ""dewpointF"": 62, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-170350399,2026-03-24 17:03:50.399+00,2026-03-24 17:03:50.403432+00
2040,KATL,17.555555,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 63, ""obsTime"": ""2026-03-24T17:00:00Z"", ""windDir"": 68, ""humidity"": 20, ""pressure"": 30.24, ""windGust"": 5.8, ""dewpointF"": 20.9, ""windSpeed"": 2.3}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 63.6, ""obsTime"": ""2026-03-24T17:03:11Z"", ""windDir"": 338, ""humidity"": 23, ""pressure"": 30.34, ""windGust"": 1.6, ""dewpointF"": 25.1, ""windSpeed"": 0.9}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 68.3, ""obsTime"": ""2026-03-24T17:03:45Z"", ""windDir"": 351, ""humidity"": 26, ""pressure"": 29.35, ""windGust"": 2, ""dewpointF"": 32.1, ""windSpeed"": 2}]",ruth-pws-katl-20260324-170350561,2026-03-24 17:03:50.561+00,2026-03-24 17:03:50.564472+00
2041,EGLC,12.111111,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 53.8, ""obsTime"": ""2026-03-24T17:03:00Z"", ""windDir"": 271, ""humidity"": 78, ""pressure"": 29.76, ""windGust"": 6.9, ""dewpointF"": 47.1, ""windSpeed"": 6}, {""pwsId"": ""ILONDO873"", ""tempF"": 54.3, ""obsTime"": ""2026-03-24T17:03:42Z"", ""windDir"": 270, ""humidity"": 81, ""pressure"": 30.35, ""windGust"": 8, ""dewpointF"": 48.5, ""windSpeed"": 6.7}, {""pwsId"": ""ILONDO636"", ""tempF"": 53.4, ""obsTime"": ""2026-03-24T17:03:47Z"", ""windDir"": 247, ""humidity"": 84, ""pressure"": 29.76, ""windGust"": 27.3, ""dewpointF"": 48.7, ""windSpeed"": 12.3}]",ruth-pws-eglc-20260324-170350701,2026-03-24 17:03:50.701+00,2026-03-24 17:03:50.703709+00
2042,LFPG,16.277779,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T17:03:47Z"", ""windDir"": 323, ""humidity"": 52, ""pressure"": 29.66, ""windGust"": 9.2, ""dewpointF"": 43.5, ""windSpeed"": 4.3}, {""pwsId"": ""ITREMB16"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T17:03:16Z"", ""windDir"": 338, ""humidity"": 49, ""pressure"": 30.21, ""windGust"": 0.7, ""dewpointF"": 42, ""windSpeed"": 0.2}, {""pwsId"": ""IMITRY1"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T17:03:47Z"", ""windDir"": 283, ""humidity"": 55, ""pressure"": 30.16, ""windGust"": 2.5, ""dewpointF"": 45.1, ""windSpeed"": 1.1}]",ruth-pws-lfpg-20260324-170350839,2026-03-24 17:03:50.839+00,2026-03-24 17:03:50.841506+00
2043,CYYZ,3.5,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 39.3, ""obsTime"": ""2026-03-24T17:00:07Z"", ""windDir"": 222, ""humidity"": 49, ""pressure"": 30.38, ""windGust"": 16, ""dewpointF"": 21, ""windSpeed"": 3}, {""pwsId"": ""ITORON111"", ""tempF"": 38.3, ""obsTime"": ""2026-03-24T17:03:00Z"", ""windDir"": 94, ""humidity"": 50, ""pressure"": 30.31, ""windGust"": 4.5, ""dewpointF"": 21.3, ""windSpeed"": 2.5}, {""pwsId"": ""ITORON175"", ""tempF"": 37.4, ""obsTime"": ""2026-03-24T17:03:40Z"", ""windDir"": 231, ""humidity"": 46, ""pressure"": 30.51, ""windGust"": 5.8, ""dewpointF"": 18.1, ""windSpeed"": 5.3}]",ruth-pws-cyyz-20260324-170350985,2026-03-24 17:03:50.985+00,2026-03-24 17:03:50.988106+00
2044,KSEA,6.9444447,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 44.6, ""obsTime"": ""2026-03-24T17:04:00Z"", ""windDir"": 256, ""humidity"": 97, ""pressure"": 29.36, ""windGust"": 0, ""dewpointF"": 43.8, ""windSpeed"": 0}, {""pwsId"": ""KWASEATT2478"", ""tempF"": 44.4, ""obsTime"": ""2026-03-24T17:04:00Z"", ""windDir"": 44, ""humidity"": 99, ""pressure"": 29.56, ""windGust"": 0, ""dewpointF"": 44.1, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-170449635,2026-03-24 17:04:49.635+00,2026-03-24 17:04:49.646551+00
2045,KDAL,23.777779,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 76.3, ""obsTime"": ""2026-03-24T16:55:00Z"", ""windDir"": 243, ""humidity"": 55, ""pressure"": 30.11, ""windGust"": 3.1, ""dewpointF"": 59, ""windSpeed"": 0.7}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 74.8, ""obsTime"": ""2026-03-24T17:04:45Z"", ""windDir"": 316, ""humidity"": 61, ""pressure"": 29.53, ""windGust"": 7.2, ""dewpointF"": 60.4, ""windSpeed"": 3.8}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 73.4, ""obsTime"": ""2026-03-24T17:04:31Z"", ""windDir"": 192, ""humidity"": 61, ""pressure"": 29.54, ""windGust"": 4.5, ""dewpointF"": 59.2, ""windSpeed"": 0.9}]",ruth-pws-kdal-20260324-170449826,2026-03-24 17:04:49.826+00,2026-03-24 17:04:49.829234+00
2046,KORD,6.611111,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 44.1, ""obsTime"": ""2026-03-24T17:04:33Z"", ""windDir"": 45, ""humidity"": 55, ""pressure"": 30.4, ""windGust"": 0, ""dewpointF"": 29, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 43.9, ""obsTime"": ""2026-03-24T17:03:00Z"", ""windDir"": 197, ""humidity"": 38, ""pressure"": 29.65, ""windGust"": 8.1, ""dewpointF"": 19.9, ""windSpeed"": 5.4}, {""pwsId"": ""KILROSEM2"", ""tempF"": 43.3, ""obsTime"": ""2026-03-24T17:03:45Z"", ""windDir"": 149, ""humidity"": 41, ""pressure"": 30.35, ""windGust"": 14, ""dewpointF"": 21, ""windSpeed"": 8}]",ruth-pws-kord-20260324-170449992,2026-03-24 17:04:49.992+00,2026-03-24 17:04:49.998886+00
2047,KLGA,7.111111,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T17:04:38Z"", ""windDir"": 0, ""humidity"": 99, ""pressure"": 30.43, ""windGust"": 7, ""dewpointF"": 49, ""windSpeed"": 4}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 44.8, ""obsTime"": ""2026-03-24T17:04:39Z"", ""windDir"": 15, ""humidity"": 36, ""pressure"": 30.34, ""windGust"": 3.4, ""dewpointF"": 19.4, ""windSpeed"": 3.4}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 42.6, ""obsTime"": ""2026-03-24T17:03:00Z"", ""windDir"": 16, ""humidity"": 38, ""pressure"": 29.99, ""windGust"": 8.1, ""dewpointF"": 18.8, ""windSpeed"": 6}]",ruth-pws-klga-20260324-170450167,2026-03-24 17:04:50.167+00,2026-03-24 17:04:50.170431+00
2048,KMIA,29.38889,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T17:04:37Z"", ""windDir"": 329, ""humidity"": null, ""pressure"": 29.83, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 82.6, ""obsTime"": ""2026-03-24T17:04:43Z"", ""windDir"": 14, ""humidity"": 49, ""pressure"": 30.13, ""windGust"": 5.8, ""dewpointF"": 61.5, ""windSpeed"": 4}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 84.9, ""obsTime"": ""2026-03-24T17:00:28Z"", ""windDir"": 257, ""humidity"": 46, ""pressure"": 30.11, ""windGust"": 4, ""dewpointF"": 62, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-170450314,2026-03-24 17:04:50.314+00,2026-03-24 17:04:50.316977+00
2049,KATL,17.5,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 63, ""obsTime"": ""2026-03-24T17:00:00Z"", ""windDir"": 68, ""humidity"": 20, ""pressure"": 30.24, ""windGust"": 5.8, ""dewpointF"": 20.9, ""windSpeed"": 2.3}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 63.5, ""obsTime"": ""2026-03-24T17:04:11Z"", ""windDir"": 45, ""humidity"": 25, ""pressure"": 30.33, ""windGust"": 2.2, ""dewpointF"": 27.1, ""windSpeed"": 1.8}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 68.4, ""obsTime"": ""2026-03-24T17:04:46Z"", ""windDir"": 311, ""humidity"": 25, ""pressure"": 29.35, ""windGust"": 4, ""dewpointF"": 31.2, ""windSpeed"": 2}]",ruth-pws-katl-20260324-170450470,2026-03-24 17:04:50.47+00,2026-03-24 17:04:50.473042+00
2050,EGLC,12.111111,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 53.8, ""obsTime"": ""2026-03-24T17:03:00Z"", ""windDir"": 271, ""humidity"": 78, ""pressure"": 29.76, ""windGust"": 6.9, ""dewpointF"": 47.1, ""windSpeed"": 6}, {""pwsId"": ""ILONDO873"", ""tempF"": 54.3, ""obsTime"": ""2026-03-24T17:04:42Z"", ""windDir"": 225, ""humidity"": 81, ""pressure"": 30.35, ""windGust"": 6, ""dewpointF"": 48.5, ""windSpeed"": 4.9}, {""pwsId"": ""ILONDO636"", ""tempF"": 53.4, ""obsTime"": ""2026-03-24T17:04:37Z"", ""windDir"": 189, ""humidity"": 84, ""pressure"": 29.75, ""windGust"": 27.3, ""dewpointF"": 48.7, ""windSpeed"": 10.7}]",ruth-pws-eglc-20260324-170450629,2026-03-24 17:04:50.629+00,2026-03-24 17:04:50.631541+00
2051,LFPG,16.277779,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 61.2, ""obsTime"": ""2026-03-24T17:04:43Z"", ""windDir"": 260, ""humidity"": 52, ""pressure"": 29.65, ""windGust"": 9.2, ""dewpointF"": 43.3, ""windSpeed"": 4}, {""pwsId"": ""ITREMB16"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T17:04:16Z"", ""windDir"": 158, ""humidity"": 50, ""pressure"": 30.22, ""windGust"": 1.6, ""dewpointF"": 42.5, ""windSpeed"": 0.9}, {""pwsId"": ""IMITRY1"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T17:04:38Z"", ""windDir"": 242, ""humidity"": 56, ""pressure"": 30.17, ""windGust"": 2.5, ""dewpointF"": 45.5, ""windSpeed"": 0.4}]",ruth-pws-lfpg-20260324-170450808,2026-03-24 17:04:50.808+00,2026-03-24 17:04:50.811444+00
2052,CYYZ,3.6111112,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 39.3, ""obsTime"": ""2026-03-24T17:00:07Z"", ""windDir"": 222, ""humidity"": 49, ""pressure"": 30.38, ""windGust"": 16, ""dewpointF"": 21, ""windSpeed"": 3}, {""pwsId"": ""ITORON111"", ""tempF"": 38.5, ""obsTime"": ""2026-03-24T17:04:00Z"", ""windDir"": 34, ""humidity"": 51, ""pressure"": 30.31, ""windGust"": 2.2, ""dewpointF"": 22, ""windSpeed"": 2}, {""pwsId"": ""ITORON175"", ""tempF"": 37.5, ""obsTime"": ""2026-03-24T17:04:40Z"", ""windDir"": 206, ""humidity"": 46, ""pressure"": 30.51, ""windGust"": 4.2, ""dewpointF"": 18.3, ""windSpeed"": 3.8}]",ruth-pws-cyyz-20260324-170450947,2026-03-24 17:04:50.947+00,2026-03-24 17:04:50.94978+00
2053,KSEA,6.9444447,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 44.6, ""obsTime"": ""2026-03-24T17:04:00Z"", ""windDir"": 256, ""humidity"": 97, ""pressure"": 29.36, ""windGust"": 0, ""dewpointF"": 43.8, ""windSpeed"": 0}, {""pwsId"": ""KWASEATT2478"", ""tempF"": 44.4, ""obsTime"": ""2026-03-24T17:05:00Z"", ""windDir"": 44, ""humidity"": 99, ""pressure"": 29.57, ""windGust"": 0, ""dewpointF"": 44.1, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-170549642,2026-03-24 17:05:49.642+00,2026-03-24 17:05:49.653151+00
2054,KDAL,23.777779,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 76.3, ""obsTime"": ""2026-03-24T16:55:00Z"", ""windDir"": 243, ""humidity"": 55, ""pressure"": 30.11, ""windGust"": 3.1, ""dewpointF"": 59, ""windSpeed"": 0.7}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 74.8, ""obsTime"": ""2026-03-24T17:05:33Z"", ""windDir"": 222, ""humidity"": 62, ""pressure"": 29.53, ""windGust"": 8.1, ""dewpointF"": 61, ""windSpeed"": 5.4}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 73.4, ""obsTime"": ""2026-03-24T17:05:35Z"", ""windDir"": 200, ""humidity"": 62, ""pressure"": 29.54, ""windGust"": 3.4, ""dewpointF"": 59.5, ""windSpeed"": 2}]",ruth-pws-kdal-20260324-170549788,2026-03-24 17:05:49.788+00,2026-03-24 17:05:49.791489+00
2055,KORD,6.5,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 44.4, ""obsTime"": ""2026-03-24T17:05:45Z"", ""windDir"": 45, ""humidity"": 53, ""pressure"": 30.4, ""windGust"": 0, ""dewpointF"": 28, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 43.7, ""obsTime"": ""2026-03-24T17:04:00Z"", ""windDir"": 177, ""humidity"": 38, ""pressure"": 29.65, ""windGust"": 6.9, ""dewpointF"": 19.8, ""windSpeed"": 5.6}, {""pwsId"": ""KILROSEM2"", ""tempF"": 43.3, ""obsTime"": ""2026-03-24T17:04:45Z"", ""windDir"": 148, ""humidity"": 41, ""pressure"": 30.35, ""windGust"": 15, ""dewpointF"": 21, ""windSpeed"": 5}]",ruth-pws-kord-20260324-170549934,2026-03-24 17:05:49.934+00,2026-03-24 17:05:49.937381+00
2056,KLGA,6.388889,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T17:05:14Z"", ""windDir"": 90, ""humidity"": 99, ""pressure"": 30.43, ""windGust"": 2, ""dewpointF"": 49, ""windSpeed"": 2}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 43.5, ""obsTime"": ""2026-03-24T17:05:43Z"", ""windDir"": 284, ""humidity"": 39, ""pressure"": 30.33, ""windGust"": 2.2, ""dewpointF"": 20.1, ""windSpeed"": 2.2}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 42.3, ""obsTime"": ""2026-03-24T17:04:00Z"", ""windDir"": 144, ""humidity"": 39, ""pressure"": 29.99, ""windGust"": 3.4, ""dewpointF"": 19.1, ""windSpeed"": 2}]",ruth-pws-klga-20260324-170550086,2026-03-24 17:05:50.086+00,2026-03-24 17:05:50.088763+00
2057,KMIA,29.555555,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T17:05:41Z"", ""windDir"": 330, ""humidity"": null, ""pressure"": 29.83, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 82.6, ""obsTime"": ""2026-03-24T17:05:32Z"", ""windDir"": 357, ""humidity"": 49, ""pressure"": 30.13, ""windGust"": 2.2, ""dewpointF"": 61.5, ""windSpeed"": 1.3}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 85.2, ""obsTime"": ""2026-03-24T17:05:28Z"", ""windDir"": 0, ""humidity"": 46, ""pressure"": 30.1, ""windGust"": 4, ""dewpointF"": 62, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-170550242,2026-03-24 17:05:50.242+00,2026-03-24 17:05:50.24559+00
2058,KATL,17.722221,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 63.9, ""obsTime"": ""2026-03-24T17:05:00Z"", ""windDir"": 66, ""humidity"": 19, ""pressure"": 30.24, ""windGust"": 5.8, ""dewpointF"": 21.1, ""windSpeed"": 1.1}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 63.5, ""obsTime"": ""2026-03-24T17:05:11Z"", ""windDir"": 68, ""humidity"": 23, ""pressure"": 30.33, ""windGust"": 2.9, ""dewpointF"": 25, ""windSpeed"": 2.5}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 68.5, ""obsTime"": ""2026-03-24T17:05:38Z"", ""windDir"": 98, ""humidity"": 24, ""pressure"": 29.35, ""windGust"": 4, ""dewpointF"": 30.3, ""windSpeed"": 3}]",ruth-pws-katl-20260324-170550375,2026-03-24 17:05:50.375+00,2026-03-24 17:05:50.377905+00
2059,EGLC,12.111111,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 53.8, ""obsTime"": ""2026-03-24T17:04:00Z"", ""windDir"": 88, ""humidity"": 78, ""pressure"": 29.76, ""windGust"": 9.2, ""dewpointF"": 47.1, ""windSpeed"": 7.6}, {""pwsId"": ""ILONDO873"", ""tempF"": 54.3, ""obsTime"": ""2026-03-24T17:05:42Z"", ""windDir"": 292, ""humidity"": 81, ""pressure"": 30.35, ""windGust"": 8.9, ""dewpointF"": 48.5, ""windSpeed"": 8}, {""pwsId"": ""ILONDO636"", ""tempF"": 53.2, ""obsTime"": ""2026-03-24T17:05:45Z"", ""windDir"": 29, ""humidity"": 84, ""pressure"": 29.75, ""windGust"": 17.2, ""dewpointF"": 48.6, ""windSpeed"": 5.4}]",ruth-pws-eglc-20260324-170550522,2026-03-24 17:05:50.522+00,2026-03-24 17:05:50.525099+00
