id,trace_id,service,station,level,category,message,metadata,created_at
2723,ruth-pws-kord-20260324-175249990,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.915), METAR 43.0°F → estimated 46.3°F, bucket 42-43°F → 46-47°F","{""gap"": ""1.40"", ""conf"": ""1.00"", ""ramp"": ""2.33"", ""score"": 0.915, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""7.92""}",2026-03-24 17:52:49.994326+00
2724,ruth-pws-kord-20260324-175249990,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 46.3°F, bucket 46-47°F, price 0.02",,2026-03-24 17:52:50.008489+00
2725,ruth-pws-klga-20260324-175250148,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.900), METAR 42.1°F → estimated 44.9°F, bucket 42-43°F → 44-45°F","{""gap"": ""3.01"", ""conf"": ""1.00"", ""ramp"": ""-1.76"", ""score"": 0.9, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""7.18""}",2026-03-24 17:52:50.151397+00
2726,ruth-pws-klga-20260324-175250148,wendy,KLGA,info,signal,"PWS already anticipated 44-45°F, skipping duplicate buy",,2026-03-24 17:52:50.151991+00
2727,ruth-pws-kmia-20260324-175250338,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.973), METAR 81.0°F → estimated 84.2°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.41"", ""conf"": ""1.00"", ""ramp"": ""0.36"", ""score"": 0.9727429607414607, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""29.00""}",2026-03-24 17:52:50.341309+00
2728,ruth-pws-kmia-20260324-175250338,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:52:50.341691+00
2730,ruth-pws-katl-20260324-175250509,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.683), METAR 64.0°F → estimated 65.6°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.26"", ""conf"": ""1.00"", ""ramp"": ""-0.00"", ""score"": 0.6825000000000002, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""18.68""}",2026-03-24 17:52:50.513326+00
2729,ruth-pws-katl-20260324-175250509,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:52:50.5136+00
2731,ruth-pws-kdal-20260324-175349835,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 78.8°F, bucket 72-73°F → 78-79°F","{""gap"": ""2.92"", ""conf"": ""1.00"", ""ramp"": ""3.86"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""78-79°F"", ""tEstimated"": ""26.00""}",2026-03-24 17:53:49.847115+00
2732,ruth-pws-kdal-20260324-175349835,wendy,KDAL,info,guard,"PWS guards blocked: price_out_of_range | estimated 78.8°F, bucket 78-79°F, price 0.00",,2026-03-24 17:53:49.852881+00
2733,ruth-pws-kord-20260324-175350015,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.903), METAR 43.0°F → estimated 46.0°F, bucket 42-43°F → 46-47°F","{""gap"": ""1.34"", ""conf"": ""1.00"", ""ramp"": ""2.02"", ""score"": 0.9025000000000001, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""7.78""}",2026-03-24 17:53:50.021091+00
2734,ruth-pws-kord-20260324-175350015,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 46.0°F, bucket 46-47°F, price 0.02",,2026-03-24 17:53:50.024089+00
2735,ruth-pws-klga-20260324-175350167,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.900), METAR 42.1°F → estimated 45.9°F, bucket 42-43°F → 46-47°F","{""gap"": ""3.12"", ""conf"": ""1.00"", ""ramp"": ""-0.26"", ""score"": 0.9, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""7.71""}",2026-03-24 17:53:50.172268+00
2736,ruth-pws-klga-20260324-175350167,wendy,KLGA,info,signal,"PWS already anticipated 44-45°F, skipping duplicate buy",,2026-03-24 17:53:50.172791+00
2737,ruth-pws-kmia-20260324-175350325,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.936), METAR 81.0°F → estimated 84.1°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.41"", ""conf"": ""1.00"", ""ramp"": ""0.18"", ""score"": 0.9363850663949705, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""28.94""}",2026-03-24 17:53:50.329205+00
2738,ruth-pws-kmia-20260324-175350325,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:53:50.329542+00
2739,ruth-pws-katl-20260324-175350501,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.883), METAR 64.0°F → estimated 66.6°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.26"", ""conf"": ""1.00"", ""ramp"": ""1.82"", ""score"": 0.8825000000000003, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""19.22""}",2026-03-24 17:53:50.504169+00
2740,ruth-pws-katl-20260324-175350501,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:53:50.504546+00
2742,ruth-pws-cyyz-20260324-175351040,wendy,CYYZ,info,signal,"PWS already anticipated 5°C, skipping duplicate buy",,2026-03-24 17:53:51.04292+00
2741,ruth-pws-cyyz-20260324-175351040,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.656), METAR 3.0°C → estimated 3.5°C, bucket 3°C → 4°C","{""gap"": ""0.78"", ""conf"": ""1.00"", ""ramp"": ""0.40"", ""score"": 0.6557104195922285, ""current"": ""3°C"", ""predicted"": ""4°C"", ""tEstimated"": ""3.51""}",2026-03-24 17:53:51.043008+00
2743,ruth-pws-kdal-20260324-175449939,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 79.5°F, bucket 72-73°F → 80-81°F","{""gap"": ""2.81"", ""conf"": ""1.00"", ""ramp"": ""5.43"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""80-81°F"", ""tEstimated"": ""26.40""}",2026-03-24 17:54:49.95574+00
2744,ruth-pws-kdal-20260324-175449939,wendy,KDAL,info,guard,"PWS guards blocked: price_out_of_range | estimated 79.5°F, bucket 80-81°F, price 0.04",,2026-03-24 17:54:50.012+00
2745,ruth-pws-kord-20260324-175450410,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.903), METAR 43.0°F → estimated 45.7°F, bucket 42-43°F → 46-47°F","{""gap"": ""1.34"", ""conf"": ""1.00"", ""ramp"": ""1.37"", ""score"": 0.9025000000000001, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""7.59""}",2026-03-24 17:54:50.415085+00
2746,ruth-pws-kord-20260324-175450410,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 45.7°F, bucket 46-47°F, price 0.04",,2026-03-24 17:54:50.429002+00
2747,ruth-pws-klga-20260324-175450572,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 42.1°F → estimated 46.5°F, bucket 42-43°F → 46-47°F","{""gap"": ""3.12"", ""conf"": ""1.00"", ""ramp"": ""0.89"", ""score"": 1, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""8.05""}",2026-03-24 17:54:50.577484+00
2748,ruth-pws-klga-20260324-175450572,wendy,KLGA,info,signal,"PWS already anticipated 44-45°F, skipping duplicate buy",,2026-03-24 17:54:50.587543+00
2749,ruth-pws-kmia-20260324-175450748,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:54:50.751364+00
2750,ruth-pws-kmia-20260324-175450748,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.900), METAR 81.0°F → estimated 84.0°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.41"", ""conf"": ""1.00"", ""ramp"": ""0.00"", ""score"": 0.9, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""28.89""}",2026-03-24 17:54:50.751902+00
2751,ruth-pws-katl-20260324-175450940,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.883), METAR 64.0°F → estimated 67.3°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.26"", ""conf"": ""1.00"", ""ramp"": ""3.03"", ""score"": 0.8825000000000003, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""19.59""}",2026-03-24 17:54:50.94631+00
2752,ruth-pws-katl-20260324-175450940,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:54:50.946505+00
2753,ruth-pws-cyyz-20260324-175452127,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.775), METAR 3.0°C → estimated 3.9°C, bucket 3°C → 4°C","{""gap"": ""0.78"", ""conf"": ""1.00"", ""ramp"": ""1.78"", ""score"": 0.7749999999999997, ""current"": ""3°C"", ""predicted"": ""4°C"", ""tEstimated"": ""3.92""}",2026-03-24 17:54:52.132068+00
2754,ruth-pws-cyyz-20260324-175452127,wendy,CYYZ,info,signal,"PWS already anticipated 5°C, skipping duplicate buy",,2026-03-24 17:54:52.132439+00
2755,ruth-pws-kdal-20260324-175549881,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 79.8°F, bucket 72-73°F → 80-81°F","{""gap"": ""2.92"", ""conf"": ""1.00"", ""ramp"": ""5.66"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""80-81°F"", ""tEstimated"": ""26.54""}",2026-03-24 17:55:49.894497+00
2756,ruth-pws-kdal-20260324-175549881,wendy,KDAL,info,guard,"PWS guards blocked: price_out_of_range | estimated 79.8°F, bucket 80-81°F, price 0.04",,2026-03-24 17:55:49.899109+00
2757,ruth-pws-kord-20260324-175550065,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.860), METAR 43.0°F → estimated 45.3°F, bucket 42-43°F → 44-45°F","{""gap"": ""1.34"", ""conf"": ""1.00"", ""ramp"": ""0.79"", ""score"": 0.8599806793115192, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""7.41""}",2026-03-24 17:55:50.070238+00
2758,ruth-pws-kord-20260324-175550065,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 45.3°F, bucket 44-45°F, price 0.02",,2026-03-24 17:55:50.072999+00
2759,ruth-pws-klga-20260324-175550308,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 42.1°F → estimated 46.7°F, bucket 42-43°F → 46-47°F","{""gap"": ""3.01"", ""conf"": ""1.00"", ""ramp"": ""1.49"", ""score"": 1, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""8.16""}",2026-03-24 17:55:50.311698+00
2760,ruth-pws-klga-20260324-175550308,wendy,KLGA,info,signal,"PWS already anticipated 44-45°F, skipping duplicate buy",,2026-03-24 17:55:50.312174+00
2761,ruth-pws-kmia-20260324-175550473,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.900), METAR 81.0°F → estimated 84.0°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.41"", ""conf"": ""1.00"", ""ramp"": ""0.00"", ""score"": 0.9, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""28.89""}",2026-03-24 17:55:50.477012+00
2762,ruth-pws-kmia-20260324-175550473,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:55:50.477329+00
2763,ruth-pws-katl-20260324-175550622,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:55:50.62776+00
2764,ruth-pws-katl-20260324-175550622,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.895), METAR 64.0°F → estimated 67.4°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.31"", ""conf"": ""1.00"", ""ramp"": ""3.09"", ""score"": 0.8950000000000005, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""19.64""}",2026-03-24 17:55:50.627877+00
2765,ruth-pws-cyyz-20260324-175551068,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.642), METAR 3.0°C → estimated 3.7°C, bucket 3°C → 4°C","{""gap"": ""0.78"", ""conf"": ""0.67"", ""ramp"": ""1.58"", ""score"": 0.6416666666666664, ""current"": ""3°C"", ""predicted"": ""4°C"", ""tEstimated"": ""3.73""}",2026-03-24 17:55:51.073366+00
2766,ruth-pws-cyyz-20260324-175551068,wendy,CYYZ,info,signal,"PWS already anticipated 5°C, skipping duplicate buy",,2026-03-24 17:55:51.073935+00
2767,marty-manual-20260324175647817,wendy,KLGA,info,trade,SELL attempt:  (70.769 shares),"{""tokenId"": ""11264762238868470392969284368589596929044651568997101186373153312841457562692""}",2026-03-24 17:56:47.820074+00
2768,ruth-pws-kdal-20260324-175649913,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 79.6°F, bucket 72-73°F → 80-81°F","{""gap"": ""2.92"", ""conf"": ""1.00"", ""ramp"": ""5.35"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""80-81°F"", ""tEstimated"": ""26.45""}",2026-03-24 17:56:49.926654+00
2769,ruth-pws-kdal-20260324-175649913,wendy,KDAL,info,guard,"PWS guards blocked: price_out_of_range | estimated 79.6°F, bucket 80-81°F, price 0.04",,2026-03-24 17:56:49.930853+00
2770,ruth-pws-kord-20260324-175650091,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.767), METAR 43.0°F → estimated 45.1°F, bucket 42-43°F → 44-45°F","{""gap"": ""1.40"", ""conf"": ""1.00"", ""ramp"": ""0.26"", ""score"": 0.7674793620992784, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""7.30""}",2026-03-24 17:56:50.096019+00
2771,ruth-pws-kord-20260324-175650091,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 45.1°F, bucket 44-45°F, price 0.02",,2026-03-24 17:56:50.097913+00
2772,ruth-pws-klga-20260324-175650252,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.890), METAR 42.1°F → estimated 44.3°F, bucket 42-43°F → 44-45°F","{""gap"": ""2.18"", ""conf"": ""1.00"", ""ramp"": ""-1.06"", ""score"": 0.8900000000000001, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.81""}",2026-03-24 17:56:50.256717+00
2773,ruth-pws-klga-20260324-175650252,wendy,KLGA,info,signal,"PWS already anticipated 44-45°F, skipping duplicate buy",,2026-03-24 17:56:50.257104+00
2774,ruth-pws-kmia-20260324-175650419,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.961), METAR 81.0°F → estimated 84.3°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.52"", ""conf"": ""1.00"", ""ramp"": ""0.30"", ""score"": 0.9605947165902072, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""29.06""}",2026-03-24 17:56:50.422915+00
2775,ruth-pws-kmia-20260324-175650419,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:56:50.423185+00
2776,ruth-pws-katl-20260324-175650575,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.895), METAR 64.0°F → estimated 67.2°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.31"", ""conf"": ""1.00"", ""ramp"": ""2.82"", ""score"": 0.8950000000000005, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""19.56""}",2026-03-24 17:56:50.580653+00
2777,ruth-pws-katl-20260324-175650575,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:56:50.581016+00
2778,marty-manual-20260324175647817,wendy,KLGA,success,trade,SELL filled: 70.76 shares,"{""bucket"": """", ""orderId"": ""0xd7307fd341ef32d2de3fb31aaf22d0dacf9a67daa9bb7d71f47464265e3410dd""}",2026-03-24 17:56:54.042196+00
2779,marty-manual-20260324175702851,wendy,KLGA,info,trade,BUY attempt: 46-47°F @ 0.455,"{""amount"": 5, ""tokenId"": ""9310629107699034060870352950474609210450267081288242348911458743337594887012""}",2026-03-24 17:57:02.855029+00
2780,marty-manual-20260324175702851,wendy,KLGA,success,trade,BUY filled: 10.869564 shares,"{""bucket"": ""46-47°F"", ""shares"": 10.869564, ""orderId"": ""0x761bd3390b0602d8cec017e689c7a44c0a8f0493f8abc26bc76f5332477c1a75""}",2026-03-24 17:57:09.149132+00
2781,ruth-pws-kdal-20260324-175749885,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 78.8°F, bucket 72-73°F → 78-79°F","{""gap"": ""2.81"", ""conf"": ""1.00"", ""ramp"": ""4.16"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""78-79°F"", ""tEstimated"": ""26.02""}",2026-03-24 17:57:49.900411+00
2782,ruth-pws-kdal-20260324-175749885,wendy,KDAL,info,guard,"PWS guards blocked: price_out_of_range | estimated 78.8°F, bucket 78-79°F, price 0.00",,2026-03-24 17:57:49.95295+00
2783,ruth-pws-kord-20260324-175750109,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.914), METAR 43.0°F → estimated 45.7°F, bucket 42-43°F → 46-47°F","{""gap"": ""1.62"", ""conf"": ""1.00"", ""ramp"": ""0.75"", ""score"": 0.9144092295714956, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""7.62""}",2026-03-24 17:57:50.113469+00
2784,ruth-pws-kord-20260324-175750109,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 45.7°F, bucket 46-47°F, price 0.04",,2026-03-24 17:57:50.132963+00
2785,ruth-pws-kmia-20260324-175750457,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 81.0°F → estimated 84.5°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.52"", ""conf"": ""1.00"", ""ramp"": ""0.65"", ""score"": 1, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""29.16""}",2026-03-24 17:57:50.465443+00
2786,ruth-pws-kmia-20260324-175750457,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:57:50.47217+00
2787,ruth-pws-katl-20260324-175750670,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.895), METAR 64.0°F → estimated 67.0°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.31"", ""conf"": ""1.00"", ""ramp"": ""2.36"", ""score"": 0.8950000000000005, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""19.43""}",2026-03-24 17:57:50.674134+00
2788,ruth-pws-katl-20260324-175750670,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:57:50.674536+00
2789,ruth-pws-kdal-20260324-175849853,wendy,KDAL,info,guard,"PWS guards blocked: price_out_of_range | estimated 78.3°F, bucket 78-79°F, price 0.00",,2026-03-24 17:58:49.875068+00
2790,ruth-pws-kdal-20260324-175849853,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 78.3°F, bucket 72-73°F → 78-79°F","{""gap"": ""2.92"", ""conf"": ""1.00"", ""ramp"": ""2.89"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""78-79°F"", ""tEstimated"": ""25.71""}",2026-03-24 17:58:49.876386+00
2791,ruth-pws-kord-20260324-175850103,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.978), METAR 43.0°F → estimated 46.0°F, bucket 42-43°F → 46-47°F","{""gap"": ""1.68"", ""conf"": ""1.00"", ""ramp"": ""1.17"", ""score"": 0.9775, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""7.79""}",2026-03-24 17:58:50.107809+00
2792,ruth-pws-kord-20260324-175850103,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 46.0°F, bucket 46-47°F, price 0.04",,2026-03-24 17:58:50.110693+00
2793,ruth-pws-kmia-20260324-175850539,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.997), METAR 81.0°F → estimated 84.3°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.41"", ""conf"": ""1.00"", ""ramp"": ""0.48"", ""score"": 0.996946969585113, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""29.03""}",2026-03-24 17:58:50.542435+00
2794,ruth-pws-kmia-20260324-175850539,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:58:50.542791+00
2795,ruth-pws-katl-20260324-175850723,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.895), METAR 64.0°F → estimated 66.5°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.31"", ""conf"": ""1.00"", ""ramp"": ""1.57"", ""score"": 0.8950000000000005, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""19.19""}",2026-03-24 17:58:50.726977+00
2796,ruth-pws-katl-20260324-175850723,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:58:50.727427+00
2797,marty-manual-20260324175904983,wendy,KORD,info,trade,BUY attempt: 46-47°F @ 0.0445,"{""amount"": 5, ""tokenId"": ""30637460875149049524061518024985870554068706593108950376581343162301026721005""}",2026-03-24 17:59:04.99774+00
2798,marty-manual-20260324175904983,wendy,KORD,success,trade,BUY filled: 81.480845 shares,"{""bucket"": ""46-47°F"", ""shares"": 81.480845, ""orderId"": ""0x6d8b496a5cd8c62e972b6fb9c7dd4de8eaee49206887259c91c0a7daa52b1117""}",2026-03-24 17:59:11.283703+00
2799,ruth-pws-kdal-20260324-175950247,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 78.0°F, bucket 72-73°F → 78-79°F","{""gap"": ""2.98"", ""conf"": ""1.00"", ""ramp"": ""2.16"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""78-79°F"", ""tEstimated"": ""25.53""}",2026-03-24 17:59:50.260222+00
2800,ruth-pws-kdal-20260324-175950247,wendy,KDAL,info,guard,"PWS guards blocked: price_out_of_range | estimated 78.0°F, bucket 78-79°F, price 0.00",,2026-03-24 17:59:50.264664+00
2801,ruth-pws-kord-20260324-175950439,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.978), METAR 43.0°F → estimated 46.3°F, bucket 42-43°F → 46-47°F","{""gap"": ""1.68"", ""conf"": ""1.00"", ""ramp"": ""1.76"", ""score"": 0.9775, ""current"": ""42-43°F"", ""predicted"": ""46-47°F"", ""tEstimated"": ""7.97""}",2026-03-24 17:59:50.445004+00
2802,ruth-pws-kord-20260324-175950439,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 46.3°F, bucket 46-47°F, price 0.04",,2026-03-24 17:59:50.447355+00
2803,ruth-pws-kmia-20260324-175950754,wendy,KMIA,info,signal,"PWS already anticipated 84-85°F, skipping duplicate buy",,2026-03-24 17:59:50.758165+00
2804,ruth-pws-kmia-20260324-175950754,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.965), METAR 81.0°F → estimated 84.2°F, bucket 80-81°F → 84-85°F","{""gap"": ""2.41"", ""conf"": ""1.00"", ""ramp"": ""0.32"", ""score"": 0.9645574859589418, ""current"": ""80-81°F"", ""predicted"": ""84-85°F"", ""tEstimated"": ""28.98""}",2026-03-24 17:59:50.75898+00
2805,ruth-pws-katl-20260324-175950911,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.796), METAR 64.0°F → estimated 66.0°F, bucket 64-65°F → 66-67°F","{""gap"": ""1.31"", ""conf"": ""1.00"", ""ramp"": ""0.50"", ""score"": 0.7959337040546798, ""current"": ""64-65°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""18.87""}",2026-03-24 17:59:50.915261+00
2806,ruth-pws-katl-20260324-175950911,wendy,KATL,info,signal,"PWS already anticipated 66-67°F, skipping duplicate buy",,2026-03-24 17:59:50.915588+00
2807,ruth-metar-kord-20260324-180005885,wendy,KORD,info,signal,"METAR: 7.2°C, max=7.2°C, bucket=44-45°F","{""prevBucket"": ""42-43°F""}",2026-03-24 18:00:05.929684+00
2808,ruth-metar-kord-20260324-180005885,wendy,KORD,info,signal,Threshold crossed: 42-43°F → 44-45°F,,2026-03-24 18:00:05.935296+00
2809,ruth-metar-kord-20260324-180005885,wendy,KORD,info,guard,"Guards blocked: price_out_of_range | METAR 45.0°F, bucket 44-45°F, price 0.02","{""price"": 0.016, ""bucket"": ""44-45°F""}",2026-03-24 18:00:05.953899+00
2810,ruth-metar-eglc-20260324-180005952,wendy,EGLC,info,signal,"METAR: 12°C, max=12°C, bucket=12°C","{""prevBucket"": ""12°C""}",2026-03-24 18:00:05.959472+00
2811,ruth-metar-klga-20260324-180005983,wendy,KLGA,info,signal,"METAR: 6.7°C, max=6.7°C, bucket=44-45°F","{""prevBucket"": ""42-43°F""}",2026-03-24 18:00:05.999039+00
2812,ruth-metar-klga-20260324-180005983,wendy,KLGA,success,signal,PWS anticipation confirmed by METAR: 44-45°F,,2026-03-24 18:00:06.000328+00
2813,ruth-metar-katl-20260324-180005958,wendy,KATL,info,signal,"METAR: 18.3°C, max=18.3°C, bucket=64-65°F","{""prevBucket"": ""64-65°F""}",2026-03-24 18:00:06.07978+00
2814,ruth-metar-katl-20260324-180005958,wendy,KATL,warn,signal,PWS anticipation NOT confirmed — SELL 66-67°F (METAR bucket: 64-65°F),,2026-03-24 18:00:06.093716+00
2815,ruth-metar-katl-20260324-180005958,wendy,KATL,info,trade,SELL attempt: 66-67°F (11.90476 shares),"{""tokenId"": ""36932432079600826968927214223778798554412393677861074672902948860551104778583""}",2026-03-24 18:00:06.095268+00
2816,ruth-metar-klga-20260324-180005983,wendy,KLGA,info,signal,Threshold crossed: 42-43°F → 44-45°F,,2026-03-24 18:00:06.108786+00
2817,ruth-metar-klga-20260324-180005983,wendy,KLGA,info,trade,ROTATE: 42-43°F → 44-45°F,"{""newPrice"": 0.25, ""buyAmount"": 5, ""oldShares"": 99}",2026-03-24 18:00:06.19571+00
2818,ruth-metar-klga-20260324-180005983,wendy,KLGA,info,trade,BUY attempt: 44-45°F @ 0.25,"{""amount"": 5, ""tokenId"": ""11264762238868470392969284368589596929044651568997101186373153312841457562692""}",2026-03-24 18:00:06.196533+00
2819,ruth-metar-kdal-20260324-180010985,wendy,KDAL,info,signal,"METAR: 24.4°C, max=24.4°C, bucket=76-77°F","{""prevBucket"": ""72-73°F""}",2026-03-24 18:00:10.990295+00
2821,ruth-metar-kdal-20260324-180010985,wendy,KDAL,info,signal,Threshold crossed: 72-73°F → 76-77°F,,2026-03-24 18:00:10.990739+00
2820,ruth-metar-kdal-20260324-180010985,wendy,KDAL,warn,signal,No market found for bucket 76-77°F,,2026-03-24 18:00:10.990846+00
2822,ruth-metar-kmia-20260324-180010990,wendy,KMIA,warn,signal,PWS anticipation NOT confirmed — SELL 84-85°F (METAR bucket: 82-83°F),,2026-03-24 18:00:10.995641+00
2823,ruth-metar-kmia-20260324-180010990,wendy,KMIA,info,signal,"METAR: 27.8°C, max=27.8°C, bucket=82-83°F","{""prevBucket"": ""80-81°F""}",2026-03-24 18:00:10.995972+00
